,title,postdate,url
32,THE ปันผลในอัตรา 0.10 บ./หุ้น XD 14 มี.ค.,2023-02-28 17:48:00,https://www.ryt9.com/s/iq05/3402391
33,SPI ปันผลในอัตรา 0.60 บ./หุ้น XD 03 พ.ค.,2023-02-28 17:48:00,https://www.ryt9.com/s/iq05/3402390
34,PROEN ปันผลในอัตรา 0.12 บ./หุ้น XD 09 พ.ค.,2023-02-28 17:48:00,https://www.ryt9.com/s/iq05/3402389
35,SSSC ปันผลในอัตรา 0.185 บ./หุ้น XD 08 พ.ค.,2023-02-28 17:47:00,https://www.ryt9.com/s/iq05/3402388
36,"ภาวะตลาดตราสารหนี้: วันนี้มีมูลค่าการซื้อขายรวม 105,075 ล้านบาท",2023-02-28 17:47:00,https://www.ryt9.com/s/iq05/3402387
37,RATCH ปันผลในอัตรา 0.80 บ./หุ้น XD 17 มี.ค.,2023-02-28 17:47:00,https://www.ryt9.com/s/iq05/3402386
38,WIIK ปันผลในอัตรา 0.06 บ./หุ้น XD 09 พ.ค.,2023-02-28 17:47:00,https://www.ryt9.com/s/iq05/3402385
39,STPI และบ.ย่อยปี 65 ขาดทุนที่ 144.91 ลบ. เทียบกับปี 64 กำไรที่ 320.3 ลบ.,2023-02-28 17:46:00,https://www.ryt9.com/s/iq08/3402384
40,THE และบ.ย่อยปี 65 ขาดทุนที่ 189.89 ลบ. เทียบกับปี 64 กำไรที่ 1.13 พันลบ.,2023-02-28 17:46:00,https://www.ryt9.com/s/iq08/3402383
41,ROJNA และบ.ย่อยปี 65 กำไรที่ 1.14 พันลบ. เทียบกับปี 64 กำไรที่ 1.94 พันลบ.,2023-02-28 17:46:00,https://www.ryt9.com/s/iq08/3402382
42,TCJ และบ.ย่อยปี 65 ขาดทุนที่ 7.58 ลบ. เทียบกับปี 64 ขาดทุนที่ 64.44 ลบ.,2023-02-28 17:46:00,https://www.ryt9.com/s/iq08/3402381
43,TSTE และบ.ย่อยปี 65 กำไรที่ 155.14 ลบ. เทียบกับปี 64 กำไรที่ 149.18 ลบ.,2023-02-28 17:45:00,https://www.ryt9.com/s/iq08/3402380
44,ASIMAR และบ.ย่อยปี 65 กำไรที่ 9.54 ลบ. เทียบกับปี 64 กำไรที่ 21.56 ลบ.,2023-02-28 17:45:00,https://www.ryt9.com/s/iq08/3402379
45,BGT และบ.ย่อยปี 65 ขาดทุนที่ 11 ลบ. เทียบกับปี 64 ขาดทุน 17 ลบ.,2023-02-28 17:45:00,https://www.ryt9.com/s/iq08/3402378
46,ECF และบ.ย่อยปี 65 กำไรที่ 37.46 ลบ. เทียบกับปี 64 กำไรที่ 50.85 ลบ.,2023-02-28 17:44:00,https://www.ryt9.com/s/iq08/3402377
47,โบรกเกอร์มาร์เก็ตแชร์ 10 อันดับสูงสุดประจำวันที่ 28 ก.พ. 2566,2023-02-28 17:44:00,https://www.ryt9.com/s/iq05/3402376
48,TMILL และบ.ย่อยปี 65 กำไรที่ 109.4 ลบ. เทียบกับปี 64 กำไรที่ 112.68 ลบ.,2023-02-28 17:44:00,https://www.ryt9.com/s/iq08/3402375
49,OHTL และบ.ย่อยปี 65 กำไรที่ 88.21 ลบ. เทียบกับปี 64 ขาดทุนที่ 620.64 ลบ.,2023-02-28 17:44:00,https://www.ryt9.com/s/iq08/3402374
50,TCOAT และบ.ย่อยปี 65 ขาดทุนที่ 6.06 ลบ. เทียบกับปี 64 กำไรที่ 4.39 ลบ.,2023-02-28 17:44:00,https://www.ryt9.com/s/iq08/3402373
51,FANCY และบ.ย่อยปี 65 ขาดทุนที่ 61.95 ลบ. เทียบกับปี 64 ขาดทุนที่ 61.31 ลบ.,2023-02-28 17:44:00,https://www.ryt9.com/s/iq08/3402372
52,SIMAT และบ.ย่อยปี 65 กำไรที่ 62.71 ลบ. เทียบกับปี 64 กำไรที่ 74.24 ลบ.,2023-02-28 17:43:00,https://www.ryt9.com/s/iq08/3402371
53,META และบ.ย่อยปี 65 ขาดทุนที่ 134.63 ลบ. เทียบกับปี 64 ขาดทุนที่ 100.13 ลบ.,2023-02-28 17:43:00,https://www.ryt9.com/s/iq08/3402370
54,TGE และบ.ย่อยปี 65 กำไรที่ 216.43 ลบ. เทียบกับปี 64 กำไรที่ 202.1 ลบ.,2023-02-28 17:43:00,https://www.ryt9.com/s/iq08/3402369
55,SSSC และบ.ย่อยปี 65 กำไรที่ 218.46 ลบ. เทียบกับปี 64 กำไรที่ 235.06 ลบ.,2023-02-28 17:43:00,https://www.ryt9.com/s/iq08/3402368
56,TPP และบ.ย่อยปี 65 กำไรที่ 29.86 ลบ. เทียบกับปี 64 กำไรที่ 29.15 ลบ.,2023-02-28 17:43:00,https://www.ryt9.com/s/iq08/3402367
57,DPAINT และบ.ย่อยปี 65 กำไรที่ 55.61 ลบ. เทียบกับปี 64 กำไรที่ 52.59 ลบ.,2023-02-28 17:43:00,https://www.ryt9.com/s/iq08/3402366
58,SUC และบ.ย่อยปี 65 กำไรที่ 1.09 พันลบ. เทียบกับปี 64 กำไรที่ 601.25 ลบ.,2023-02-28 17:42:00,https://www.ryt9.com/s/iq08/3402365
59,SJWD โชว์รายได้ปี 65 พุ่งเฉียด 6 พันลบ.ก่อนควบรวม SCGL พร้อมโตแกร่งทุกด้าน,2023-02-28 17:41:00,https://www.ryt9.com/s/iq05/3402362
60,EKH ขยายศูนย์ไตเทียม-เพิ่มเตียงดันผลงานปี 66 โต 10% แม่จีนคัมแบ็คศูนย์ผู้มีบุตรยากหนุนอีกแรง,2023-02-28 17:41:00,https://www.ryt9.com/s/iq05/3402361
61,ทิสโก้ชี้ Fed อาจขึ้นดอกเบี้ยถึง 6% หยุดเงินเฟ้อ แนะหาจังหวะซื้อตราสารหนี้ระยะยาวสหรัฐฯ ล็อกผลตอบแทนสูง,2023-02-28 17:26:00,https://www.ryt9.com/s/prg/3402353
62,"สรุปปริมาณการซื้อขายรายกลุ่ม ต่างชาติขายสุทธิ 3,325.70 ลบ.(SET+MAI)",2023-02-28 17:20:00,https://www.ryt9.com/s/iq05/3402349
63,"สรุปปริมาณการซื้อขายรายกลุ่ม ต่างชาติขายสุทธิ 3,396.52 ลบ.(SET)",2023-02-28 17:19:00,https://www.ryt9.com/s/iq05/3402348
64,SCB CIO แนะคว้าจังหวะดอลลาร์สหรัฐแข็งค่าระยะสั้น กระจายเงินลงทุนต่างประเทศผ่าน4ผลิตภัณฑ์ตอบโจทย์ลูกค้าเวลธ์,2023-02-28 17:18:00,https://www.ryt9.com/s/prg/3402350
65,ภาวะตลาดหุ้นไทยปิดลบ 5.00 จุด ลงตามภูมิภาค-MSCI ปรับหุ้นเข้าดัชนีกดดันตลาดผันผวน,2023-02-28 17:17:00,https://www.ryt9.com/s/iq05/3402347
66,บอร์ด BWG ไฟเขียว เคาะแจกวอแรนต์ฟรี 6:1 ราคาใช้สิทธิ 1 บาท กำหนด XW 15 มีนาคม 66 นี้,2023-02-28 17:14:00,https://www.ryt9.com/s/prg/3402345
67,TRU มุ่งสู่เส้นทาง EV จ่อเปิดตลาดมินิบัสไฟฟ้า-รถบรรทุกไฟฟ้า พร้อมโชว์กำไรปี 65 พุ่ง 4 เท่า,2023-02-28 17:12:00,https://www.ryt9.com/s/iq05/3402342
68,BIG LOTรายการซื้อขายบิ๊กล็อตตลาดหุ้นไทยวันนี้ (By Time),2023-02-28 17:05:00,https://www.ryt9.com/s/iq05/3402334
69,BIG LOTวันนี้ BANPU มูลค่าสูงสุด 591.94 ลบ.ราคาเฉลี่ย 10.90 บ./หุ้น,2023-02-28 17:05:00,https://www.ryt9.com/s/iq05/3402333
70,BE8 โตไม่หยุดโชว์นิวไฮ Q4/65 กำไรสุทธิทะยานกว่า 126% ลั่นปีนี้เข้าเป้าแน่นอน,2023-02-28 17:01:00,https://www.ryt9.com/s/iq05/3402327
71,IPOUpdate: บริษัทที่คาดว่าจะขายหุ้น IPO ใน SET และ mai,2023-02-28 16:59:00,https://www.ryt9.com/s/iq05/3402325
72,"SCN กำไรปี 65 ทุบสถิติพุ่ง 400% ส่งสัญญาณปีนี้โตเร่งขยายธุรกิจโซลาร์, ดัน SAP เข้าตลาดหุ้น",2023-02-28 16:58:00,https://www.ryt9.com/s/iq05/3402331
73,ก.ล.ต. ปักธงยกระดับ ESG และการเปิดเผยข้อมูลเพิ่มศักยภาพตลาดทุนเพื่อความยั่งยืน,2023-02-28 16:56:00,https://www.ryt9.com/s/prg/3402323
74,"ทริสเรทติ้งจัดอันดับเครดิตองค์กร “บ. เอสจี แคปปิตอล” ที่ “BBB”, และจัดอันดับเครดิตเครดิตหุ้นกู้ไม่ด้อยสิทธิ ไม่มีหลักประกันวงเงินไม่เกิน 3 พันล้านบาท ที่ “BBB” แนวโน้ม “Stable”",2023-02-28 16:51:00,https://www.ryt9.com/s/trsn/3402321
75,TPIPL ออกหุ้นกู้ 5 พันล้าน อายุ 3 ปี ดอกเบี้ย 3.9% ขายผู้ลงทุนทั่วไป-สถาบัน 27-29 มี.ค.,2023-02-28 16:50:00,https://www.ryt9.com/s/iq05/3402318
76,ทริสเรทติ้งคงอันดับเครดิตองค์กร “บ. ซิงเกอร์ประเทศไทย” ที่ “BBB” แนวโน้ม “Stable”,2023-02-28 16:50:00,https://www.ryt9.com/s/trsn/3402319
77,SPA ไตรมาส 4 ปี 65 พลิกกลับมากำไร การท่องเที่ยวฟื้น รุกธุรกิจคลินิก CBD เพื่อการนอนหลับ SLL Clinic,2023-02-28 16:48:00,https://www.ryt9.com/s/prg/3402320
78,ตลาดหุ้นยุโรปเปิดลบ นักลงทุนหวั่น ECB ขึ้นดอกเบี้ยแรงสู้เงินเฟ้อ,2023-02-28 16:43:00,https://www.ryt9.com/s/iq18/3402315
79,CHAYO ลั่นดันพอร์ตสินเชื่อแตะแสนล้านภายในปี 66-67 จ่อลงทุนใหม่อย่างน้อย 1 ดีลกลางปี,2023-02-28 16:41:00,https://www.ryt9.com/s/iq05/3402330
80,'บมจ.บลูเวนเจอร์ กรุ๊ป' หรือ BVG โชว์กำไรสุทธิไตรมาส 4 เติบโต 32% หนุนผลงานปี 65 หลังเทคโนโลยี AI ช่วยหนุนรายได้จากการให้บริการระบบ EMCS เพิ่มขึ้น,2023-02-28 16:41:00,https://www.ryt9.com/s/prg/3402314
81,Asia Marketsสรุปภาวะตลาดหุ้นในภูมิภาคเอเชียประจำวันที่ 28 กุมภาพันธ์ 2566,2023-02-28 16:28:00,https://www.ryt9.com/s/iq18/3402308
82,"CHAYO เล็งตั้ง FA-ยื่นไฟลิ่ง นำ""ชโย แคปปิตอล"" เข้า mai ปี 67",2023-02-28 16:19:00,https://www.ryt9.com/s/iq10/3402302
83,ภาวะตลาดหุ้นฮ่องกงฮั่งเส็งปิดลบ 157.57 จุด วิตกเฟดเดินหน้าขึ้นดอกเบี้ย,2023-02-28 15:58:00,https://www.ryt9.com/s/iq18/3402292
84,CHAYO โชว์ Q4/65 กำไรรายไตรมาสสูงสุดตั้งแต่ก่อตั้ง 86 ลบ. พุ่ง 139.9% หนุนทั้งปีกำไรปี 65 พุ่งแตะ 274.46 ลบ. ตั้งเป้าพอร์ตสินเชื่อแตะ 1 แสนลบ. ในปีนี้,2023-02-28 15:48:00,https://www.ryt9.com/s/prg/3402288
85,KWM ปันผลในอัตรา 0.058 บ./หุ้น XD 03 พ.ค.,2023-02-28 15:39:00,https://www.ryt9.com/s/iq05/3402284
86,SHR โชว์ผลประกอบการไตรมาส 4 ปี 2565 พลิกบวกสองไตรมาสติดต่อกัน ชูกำไรสุทธิ 108 ล้านบาท พร้อมรับอานิสงส์ท่องเที่ยวโตต่อ ดันกำไรปีหน้าโดดเด่น,2023-02-28 15:27:00,https://www.ryt9.com/s/prg/3402280
87,ZoomIn: ชี้ช่องทำเงินอสังหาเมืองท่องเที่ยว Yield 2 หลัก ไม่ต้องห่วงติดดอย,2023-02-28 15:26:00,https://www.ryt9.com/s/iq05/3402277
88,"""SABUY"" ของจริง! โชว์กำไรสุทธิ 1,482.1 ล้านบาท เติบโตร่วม 600% ย้ำเป้ารายได้ปีนี้ 20,000 ล้านบาท เติบโต 400% จาก 6 กลุ่มธุรกิจใน Ecosystem",2023-02-28 15:16:00,https://www.ryt9.com/s/prg/3402269
89,เมย์แบงก์แนะนักลงทุนควรพิจารณาบาลานซ์พอร์ตรับมือปี 66,2023-02-28 15:12:00,https://www.ryt9.com/s/prg/3402263
90,WealthMePlease: พัทยาพารวย!! ชี้โอกาสตลาดอสังหาฯ ผ่านทำเลทองบนหาดทราย,2023-02-28 15:10:00,https://www.ryt9.com/s/iq05/3402259
91,เครดิต สวิส เผยรายงานผลตอบแทนการลงทุนทั่วโลกประจำปี 2023,2023-02-28 15:07:00,https://www.ryt9.com/s/prg/3402258
92,บีคอน วีซี เปิดตัว Beacon Impact Fund อัดฉีดเงิน 1.2 พันลบ.ร่วมผลักดัน ESG,2023-02-28 15:07:00,https://www.ryt9.com/s/iq05/3402256
93,READY เป้าปี 66 พัฒนาแพลตฟอร์มสร้างมูลค่าให้ธุรกิจหนุนรายได้โต 15-20%,2023-02-28 15:05:00,https://www.ryt9.com/s/iq05/3402254
94,HILITE: TIDLOR ร่วง 6.54% โบรกฯ หั่นกำไรปี 66-67 ลงสะท้อนต้นทุนสินเชื่อพุ่ง,2023-02-28 15:02:00,https://www.ryt9.com/s/iq05/3402251
95,ธนาคารกรุงเทพ ชี้ช่องคว้าโอกาสทอง ลงทุนอสังหาฯ ในญี่ปุ่นราคาถูกลง 30% หลังเงินเยนอ่อนค่าทุบสถิติในรอบครึ่งศตวรรษ ซ้ำดอกเบี้ยต่ำ,2023-02-28 15:02:00,https://www.ryt9.com/s/prg/3402253
96,EKH สุดยอด!กำไรปี 65 พุ่งแตะ 551 ลบ.หรือเพิ่มขึ้น 60% บอร์ดจัดหนัก! แจกปันผล 0.3325 บ./หุ้น กำหนดจ่าย 19 พ.ค.66 นี้,2023-02-28 15:00:00,https://www.ryt9.com/s/prg/3402252
97,FPI เล็งปิดดีลพันธมิตรอียิปต์ดันมาร์จิ้นพุ่งตั้งเป้าปี 66 รายได้โต 10%,2023-02-28 15:00:00,https://www.ryt9.com/s/iq05/3402249
